,Unnamed: 0,Unnamed: 0.1,date,text
0,0,9350,2018-11-25 23:59:59,The psychic trainer class may be my favorite in this game 
1,1,9351,2018-11-25 23:59:16,First Shiny! 
2,2,9352,2018-11-25 23:59:12,Why are these two SO CUTE?! 
4,4,9354,2018-11-25 23:59:02,my pride and joy 
5,5,9355,2018-11-25 23:59:00,Something`s odd :{ 
9,9,9359,2018-11-25 23:58:22,mood 
11,12,9362,2018-11-25 23:57:42,Stats for the Spearow I just caught!! 
12,13,9363,2018-11-25 23:57:26,16 hours later i finally catch my shiny ditto!! 
13,15,9365,2018-11-25 23:57:12,shinyyyyyyyyyyyyyyyyyyyy!!! 
14,16,9366,2018-11-25 23:56:50,The  worst part of gen 1 pokemon games 
15,17,9367,2018-11-25 23:56:26,Best outfit for the best Eeveelution 
16,18,9368,2018-11-25 23:56:10,Did it! 
17,19,9369,2018-11-25 23:55:53,My daughter is precious 
18,20,9370,2018-11-25 23:55:45,[New Video!]: I may be addicted to hunting Shinies in 
19,21,9371,2018-11-25 23:55:29,"""Oh why did you walk away, come back!""  that\'s such a shame. But look at those environments. In they really nailed them. I hope one day we get to achive that in our "
20,22,9372,2018-11-25 23:55:29,Throwing down in smash bros 4 RIGHT NOW! PEEP IT! 
21,24,9374,2018-11-25 23:55:23,I love that has resulted in more people I know buying a Nintendo Switch. Welcome to the club '
22,25,9375,2018-11-25 23:55:17,"I play for 5 min off stream and this guy pops up!! The he gives me a hard time, ugh. This one goes to "
24,27,9377,2018-11-25 23:54:55,"Knock it off, lady! "
25,28,9378,2018-11-25 23:54:55,The original pokeball plus 
27,30,9380,2018-11-25 23:54:32,idc if 2P is cheating 
28,31,9381,2018-11-25 23:54:25,"I've only known Nutmeg for 10 minutes, but if anything happened to her, I'd kill everyone in this room &amp; then myself "
33,36,9386,2018-11-25 23:54:05,shiny metapod! watch the stream now! 
35,38,9388,2018-11-25 23:53:58,I'll take it! lol 42 of 150 kanto shiny dex 
36,39,9389,2018-11-25 23:53:54,"LMAOOOO FINESSED. Trainer bond OP, my Pikachu held on for me. :( "
37,40,9390,2018-11-25 23:53:52,Shiny Psyduck!! 
38,41,9391,2018-11-25 23:53:51,"My top 5 games of the year:1. Sword Art Online: 4. 5. Smash very would could knock one of these off the list though, we'll find out very soon."""
39,42,9392,2018-11-25 23:53:36,She really just piloted that thing on her own what is this game 
40,43,9393,2018-11-25 23:53:34,Just try and tell me my boy aint stylin' RN. I DARE YOU. 
45,48,9398,2018-11-25 23:52:30,"45,000 Exp catch in Pokemon Lets Go "
46,49,9399,2018-11-25 23:52:21,look at this bamf 
47,50,9400,2018-11-25 23:52:10,what.
48,51,9401,2018-11-25 23:52:05,Heres the second part 
50,53,9403,2018-11-25 23:51:48,Defeated Blaine and got the Volcano badge
51,54,9404,2018-11-25 23:51:22,Encounter with Moltres! 
55,58,9408,2018-11-25 23:50:51,My long boy is now a flappy flappy fly boy 
56,59,9409,2018-11-25 23:50:42,"If anyone needs any help trading for trade evos or Pikachu Exclusives, I'm your gay! "
58,61,9411,2018-11-25 23:50:40,uhhh recorded a bit early so heres the first part 
59,62,9412,2018-11-25 23:50:22,He's just jealous. 
60,64,9414,2018-11-25 23:49:52,it is done... 
62,66,9416,2018-11-25 23:49:43,let her through!!!!!!!!!! 
63,67,9417,2018-11-25 23:49:37,Alright what does the R stand for 
65,69,9419,2018-11-25 23:49:20,20 years later this is still not okay 
66,70,9420,2018-11-25 23:49:18,The Hunt For Shiny Sandshrew: Part 4 (Finale). 20 mins after the fail THIS GREEN GIRL APPEARED! 
67,71,9421,2018-11-25 23:48:57,Chained Arcanine only to get this 
70,74,9424,2018-11-25 23:48:38,She is so pretty :D 
72,77,9427,2018-11-25 23:48:19,My partner Eevee has 6IVs (somehow) and has crazy high Sp. Atk.! 
73,78,9428,2018-11-25 23:48:06,really?? 
77,83,9433,2018-11-25 23:47:42,oh chansey sweetie.... 
78,84,9434,2018-11-25 23:47:30,Tfw you feel like you're being followed. ...by a dragon. 
79,85,9435,2018-11-25 23:47:26,Kinky 
81,88,9438,2018-11-25 23:46:57,THERE SHE IS! 
83,91,9441,2018-11-25 23:46:51,"Pokemon is my fav franchise, my first Pokemon was ORAS but LG isn't just my fav switch game, its my fav game. "
85,93,9443,2018-11-25 23:45:53,is done. I am the new Kanto champion. Time for Mewtwo and Shiny huntin'
86,94,9444,2018-11-25 23:45:45,I dont know what shiny to hunt nextWhat do you guys say? 60 minutes.
89,97,9447,2018-11-25 23:44:54,My shiny Gastly. ^.^ 
90,98,9448,2018-11-25 23:44:38,Keeping the rumours strong 
92,100,9450,2018-11-25 23:44:26,First Pokemon in 
93,102,9452,2018-11-25 23:44:21,Shiny Pikachu on a 64 chain - was able to fit this one in a single clip :3 
94,103,9453,2018-11-25 23:44:09,Was making my way to Viridian Forest and found another Moltres?! 
96,106,9456,2018-11-25 23:43:04,I was going for Vulpix but ok 
98,109,9459,2018-11-25 23:42:52,"everyone, welcome to the meeting "
101,112,9462,2018-11-25 23:42:50,I DON'T LIKE THIS 
102,114,9464,2018-11-25 23:42:49,Looking for an Eevee 
105,117,9467,2018-11-25 23:42:23,I wish my irl cat would high5 me like that 
107,121,9471,2018-11-25 23:41:31,"And finally, shiny hunts suck "
109,123,9473,2018-11-25 23:41:26,"Rock Tunnel about to walk, undocked around all this rubble  Flash will help us Dash, without it I doubt it wont struggle "
110,126,9476,2018-11-25 23:40:56,"and now, we wait "
111,128,9478,2018-11-25 23:40:41,Had to do it again cause of 
113,130,9480,2018-11-25 23:40:31,My god such a nice cutscene 
114,131,9481,2018-11-25 23:40:06,Which is better? '
117,137,9487,2018-11-25 23:39:18,More amazing ending screenshots 
119,141,9491,2018-11-25 23:38:32,As much as like I've never seen a studio be so scared to do any type of innovation to this game franchise over 20 years. 
121,143,9493,2018-11-25 23:38:16,no master ball needed 
122,144,9494,2018-11-25 23:38:11,Still looking for an Alolan Meowth. I have plenty of Pikachu version exclusives to trade.'
123,145,9495,2018-11-25 23:38:05,"Me: *does things wrong*Internet: do it this way, dumbassMe:Me: *tries it and instantly succeeds* oh"
125,147,9497,2018-11-25 23:37:56,Perfect Ash Ketchum team! 
126,148,9498,2018-11-25 23:37:55,"I finished this game well gone, and god, this ending was touching and incredible "
127,149,9499,2018-11-25 23:37:48,its rae!!! 
128,150,9500,2018-11-25 23:37:34,"Ok, this is getting a bit ridiculous "
129,152,9502,2018-11-25 23:37:18,"Theres no denying this is the most; graphically stunning, engaging, interactive, open-ended Pokemon game yet. "
130,153,9503,2018-11-25 23:36:56,"I failed, lol. Need to grind and find higher lvl Rock types. "
131,154,9504,2018-11-25 23:36:52,Best pokemon game ever 
133,157,9507,2018-11-25 23:36:20,"Some people say I am to old to play Pokmon, those people are not getting the password to my couch Fort "
134,159,9509,2018-11-25 23:36:14,Thanks for some of the version exclusive Pokmon &lt;3 
135,160,9510,2018-11-25 23:35:53,Gyarados confirmed to be super cute 
136,161,9511,2018-11-25 23:35:34,Omg! I had know idea that you can ride Haunter!&lt;3 
137,162,9512,2018-11-25 23:35:33,No chain Graveler catch :) At first I was confused what this brown thing was on my screen lol 
139,170,9520,2018-11-25 23:35:04,Literal partners in crime  
140,171,9521,2018-11-25 23:34:45,"Found something. This isnt normal dialog, after having caught 500 diglett. Catch Rewards hint? "
141,172,9522,2018-11-25 23:34:45,Ill be live with some shiny hunting! Around 7:30 or so. Gotta decorate this nightmare of a Christmas tree real quick.'
142,173,9523,2018-11-25 23:34:44,Looking fly. 
